@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {metal,dance}

@DATA
0.109402,0.081442,3.179825,0.186395,0.173038,1.217807,0.002073,0.181443,-21.319593,1.049966,1.001533,0.387916,0.377640,0.291350,0.027032,0.302800,-0.033655,0.219973,0.006694,-0.057916,0.013718,0.015060,0.001656,0.050203,0.006588,0.031698,0.005210,0.026407,0.001279,0.002891,0.014673,0.033730,0.002575,0.021740,0.015709,0.025094,0.094588,0.010598,0.008237,0.205775,0.000810,0.032443,0.407806,0.234393,0.222901,0.188028,0.184148,0.177767,0.162484,0.172362,0.174645,0.162209,0.176413,0.162273,0.152167,0.013793,0.001452,0.034864,0.005811,0.019752,0.003345,0.016873,0.000869,0.002228,0.009741,0.024598,0.001861,0.006821,metal
0.104181,0.090380,3.189568,0.179917,0.173696,1.102418,0.002441,0.171244,-20.872510,1.095492,0.654566,0.308634,0.240345,0.405209,0.106691,0.243004,0.003686,0.150846,0.012700,0.050571,0.033077,0.012923,0.002750,0.048346,0.006592,0.021817,0.005470,0.027033,0.002816,0.004833,0.015218,0.037786,0.003168,0.019904,0.021045,0.025042,0.078383,0.019022,0.010140,0.253488,0.000822,0.048080,0.462103,0.289336,0.366380,0.303673,0.271749,0.251050,0.203554,0.197721,0.189765,0.191441,0.201376,0.178141,0.150734,0.010960,0.002354,0.031337,0.005265,0.015872,0.004379,0.015020,0.003274,0.004081,0.011190,0.024682,0.002353,0.007215,metal
0.100588,0.081638,3.115404,0.192598,0.191167,0.920283,0.002922,0.150269,-21.501631,1.301041,0.696703,0.563903,0.386615,0.439775,0.048023,0.299767,-0.079093,0.158183,0.008748,0.014803,0.021396,0.016449,0.002249,0.054023,0.005933,0.031953,0.005156,0.030862,0.002069,0.003050,0.014952,0.048106,0.002215,0.024630,0.026268,0.032165,0.124404,0.024285,0.012959,0.295126,0.001168,0.071737,0.516043,0.313211,0.374750,0.316301,0.256679,0.236299,0.218333,0.218602,0.188255,0.174972,0.176061,0.189557,0.156988,0.015845,0.002974,0.036138,0.005436,0.021182,0.003950,0.019561,0.002123,0.002958,0.012434,0.033170,0.001745,0.007279,metal
0.077479,0.025698,3.235268,0.117794,0.126355,0.831730,0.005120,0.132144,-23.813032,1.124048,0.300963,0.344900,-0.157869,0.023793,-0.379506,-0.199889,-0.004498,-0.091603,-0.435814,-0.092207,-0.000262,0.045162,0.007020,0.012754,0.011555,0.024469,0.014048,0.023926,0.000734,0.006246,0.008192,0.031945,0.003609,0.021999,0.023421,0.011370,0.077450,0.023855,0.023175,0.280379,0.009564,0.045878,1.559992,0.307635,0.299459,0.203225,0.288650,0.200916,0.221695,0.203015,0.151337,0.186203,0.195166,0.181427,0.159316,0.021381,0.006174,0.007220,0.008537,0.019016,0.009613,0.011135,0.000558,0.004149,0.006290,0.018557,0.003081,0.005947,metal
0.069678,0.035238,3.187980,0.119137,0.131077,0.644194,0.004201,0.109601,-22.335445,1.316539,0.288041,0.547882,0.173408,0.100315,-0.211268,0.015455,0.143328,-0.093317,-0.450344,-0.054343,0.014697,0.034638,0.015175,0.023745,0.011362,0.016500,0.008207,0.022425,0.002059,0.003561,0.014423,0.023829,0.004816,0.017775,0.013276,0.010998,0.094042,0.014034,0.020924,0.174191,0.001390,0.028046,0.567251,0.294179,0.246627,0.280221,0.248798,0.247136,0.209494,0.222364,0.218077,0.207018,0.189706,0.205624,0.174332,0.027323,0.019406,0.014993,0.009976,0.011368,0.006172,0.012485,0.002041,0.002564,0.010097,0.015644,0.005406,0.006546,metal
0.063884,0.026007,3.133936,0.116170,0.137142,0.608246,0.003887,0.104961,-22.739282,1.651916,0.634088,0.583978,0.136842,0.235196,-0.097839,-0.036838,-0.015182,-0.051744,-0.213682,-0.121606,-0.105323,0.033650,0.005784,0.039515,0.006899,0.023326,0.009945,0.029995,0.003807,0.004433,0.021274,0.038010,0.003700,0.019958,0.011687,0.008132,0.095342,0.014944,0.022576,0.153636,0.001121,0.025543,0.469806,0.202073,0.159598,0.178237,0.177969,0.176668,0.171360,0.174404,0.165319,0.161634,0.136116,0.149714,0.145411,0.020926,0.004949,0.017288,0.005248,0.012836,0.008094,0.013317,0.003649,0.003346,0.014538,0.022273,0.004045,0.003962,metal
0.073862,0.084167,3.147141,0.158417,0.169787,0.700418,0.003431,0.115155,-21.574669,1.377002,0.160607,0.444966,0.531822,0.073259,0.239354,0.184021,0.120375,0.091994,0.049321,0.042373,0.083310,0.006967,0.003469,0.056599,0.008144,0.032113,0.002791,0.114317,0.001319,0.003213,0.009382,0.037367,0.002140,0.040124,0.019132,0.020510,0.094410,0.017935,0.014011,0.185937,0.001374,0.042012,0.357945,0.235569,0.262768,0.216823,0.198016,0.192741,0.177072,0.191445,0.170671,0.186582,0.171346,0.176440,0.164542,0.004593,0.003144,0.031352,0.006793,0.020848,0.001790,0.063447,0.001128,0.002647,0.008586,0.027694,0.001798,0.012378,metal
0.085959,0.087398,3.181130,0.159543,0.165931,0.850311,0.002950,0.147616,-21.326195,1.246492,0.236439,0.540835,0.425553,0.163719,0.279397,0.207930,0.082157,0.081728,0.089359,-0.000264,0.041912,0.007902,0.002263,0.045899,0.007633,0.027862,0.003840,0.073625,0.001858,0.003280,0.013739,0.048882,0.002527,0.029811,0.016335,0.019524,0.064396,0.017649,0.014846,0.174984,0.000878,0.031680,0.326618,0.232478,0.260865,0.302790,0.207330,0.241129,0.229661,0.185084,0.173476,0.175119,0.184714,0.162756,0.165231,0.006689,0.002153,0.023261,0.004559,0.017456,0.002349,0.041324,0.001574,0.002409,0.012819,0.029492,0.001938,0.009087,metal
0.073405,0.075839,3.133292,0.155672,0.165418,0.749900,0.003891,0.128997,-21.877917,1.314575,0.569435,0.397555,0.338591,0.172509,0.288788,0.276290,0.209121,0.237618,0.118257,-0.045250,0.011618,0.007602,0.007315,0.062915,0.002968,0.030141,0.003951,0.093382,0.001808,0.003916,0.009402,0.046454,0.001923,0.035137,0.014395,0.018748,0.080169,0.017747,0.017563,0.159424,0.001471,0.033127,0.345134,0.245895,0.156010,0.186060,0.199994,0.219104,0.225933,0.204226,0.180428,0.219168,0.189925,0.190901,0.170069,0.008711,0.007313,0.033351,0.002221,0.020985,0.004889,0.053250,0.002004,0.003566,0.007177,0.034205,0.002819,0.009684,metal
0.097664,0.022229,3.146424,0.150128,0.136575,1.159615,0.003672,0.177377,-23.872221,1.114747,1.408794,0.123207,0.331036,0.401250,0.166284,0.210664,-0.032778,0.162235,-0.095120,0.017547,0.077926,0.014165,0.001974,0.037070,0.003429,0.018755,0.004904,0.075779,0.001107,0.001654,0.012637,0.031146,0.001375,0.026610,0.023511,0.010271,0.138324,0.013397,0.017997,0.274627,0.001867,0.032443,0.564033,0.264354,0.224486,0.220138,0.209153,0.193835,0.164559,0.159790,0.161415,0.160287,0.151572,0.165876,0.145251,0.020246,0.001538,0.022457,0.002632,0.015342,0.003295,0.059568,0.000726,0.001753,0.012947,0.023896,0.000903,0.014117,metal
0.103216,0.021484,3.157484,0.154478,0.139694,1.154913,0.003699,0.183540,-23.604529,0.904576,0.975229,0.360858,0.328810,0.259391,0.127521,0.163356,-0.002507,0.180215,0.015642,0.108931,0.063070,0.014114,0.001948,0.029595,0.004117,0.016096,0.004655,0.065047,0.002113,0.003753,0.012996,0.026246,0.002624,0.022572,0.032225,0.009445,0.123014,0.022507,0.019716,0.339662,0.001803,0.060941,0.651016,0.466903,0.394445,0.343175,0.253197,0.260146,0.214033,0.216468,0.227368,0.214204,0.227489,0.194792,0.192651,0.020516,0.001684,0.018168,0.003857,0.013215,0.003876,0.049968,0.002981,0.003417,0.012170,0.022713,0.002333,0.012269,metal
0.090709,0.029386,3.145433,0.147978,0.140432,1.058669,0.004891,0.162090,-23.534711,1.164523,1.220937,0.264509,0.385194,0.313325,0.122962,0.178477,-0.000210,0.118095,-0.086787,0.028889,0.074850,0.017461,0.001514,0.031405,0.003638,0.019253,0.003558,0.087503,0.001063,0.001716,0.009447,0.037565,0.001715,0.029480,0.029275,0.012900,0.119190,0.018538,0.019385,0.357180,0.003440,0.053041,0.636353,0.388093,0.243036,0.216686,0.232080,0.202733,0.176111,0.174527,0.192207,0.163986,0.149290,0.186362,0.172904,0.024194,0.001448,0.019517,0.002588,0.015323,0.003073,0.059470,0.001144,0.001392,0.007229,0.031113,0.001303,0.014304,metal
0.074292,0.076102,3.095776,0.150538,0.158105,0.736011,0.003645,0.122622,-21.627870,1.127033,0.563008,0.720894,0.161817,0.348609,0.187424,0.096355,0.033880,0.098349,0.105312,-0.024762,0.138547,0.013469,0.001478,0.099427,0.004899,0.019315,0.003712,0.065414,0.002072,0.003877,0.011914,0.024460,0.001758,0.034963,0.019261,0.029808,0.178819,0.019446,0.015722,0.239864,0.001971,0.050063,0.447460,0.262392,0.230077,0.221046,0.214662,0.202766,0.146446,0.153729,0.143985,0.171770,0.161697,0.168979,0.176358,0.013756,0.000938,0.037104,0.004358,0.016151,0.003161,0.064980,0.001782,0.003139,0.011467,0.017859,0.001418,0.013304,metal
0.073438,0.069842,3.087184,0.152378,0.165441,0.726095,0.003561,0.119096,-21.639141,1.292216,0.443791,0.452909,0.243760,0.334153,0.039711,0.151114,0.073232,0.031527,0.122838,0.015917,0.100487,0.013422,0.002889,0.057483,0.006225,0.032924,0.004120,0.076312,0.001926,0.003649,0.008512,0.042768,0.003058,0.031814,0.017228,0.029848,0.174933,0.016726,0.014789,0.209284,0.001814,0.046010,0.517743,0.262957,0.272067,0.234478,0.255680,0.217493,0.186799,0.173302,0.165898,0.153060,0.168976,0.178924,0.164221,0.013679,0.002698,0.030518,0.005096,0.020649,0.003040,0.066100,0.001962,0.003343,0.006413,0.027200,0.002655,0.014618,metal
0.073270,0.072651,3.104309,0.154189,0.169165,0.708176,0.003425,0.117608,-21.684904,1.233307,0.591013,0.510670,0.111398,0.405314,0.045270,0.179118,0.005627,0.043511,0.163133,0.062716,0.086245,0.009410,0.002379,0.043975,0.006188,0.035154,0.005649,0.063323,0.001628,0.003171,0.009460,0.061347,0.002015,0.030832,0.019731,0.030356,0.174757,0.022594,0.017380,0.235155,0.001791,0.043573,0.522715,0.319210,0.348430,0.313281,0.258543,0.273186,0.193871,0.192779,0.172974,0.174680,0.181334,0.184221,0.168627,0.009165,0.001903,0.026170,0.005055,0.023163,0.004936,0.047501,0.001782,0.002745,0.008342,0.029521,0.001612,0.011191,metal
0.105093,0.092512,3.220879,0.172328,0.168225,1.222078,0.003394,0.182568,-21.304153,0.636095,0.752872,0.626345,0.294784,0.390850,0.154756,0.058994,-0.045066,0.073941,-0.051471,0.018449,0.028520,0.009268,0.003369,0.038210,0.010186,0.014212,0.005411,0.022668,0.004021,0.002946,0.006952,0.031673,0.002451,0.016041,0.017634,0.026207,0.072659,0.015385,0.016592,0.205274,0.001409,0.025880,0.555733,0.352848,0.251593,0.285771,0.251104,0.218113,0.227167,0.225076,0.244892,0.286398,0.209498,0.180078,0.178935,0.008398,0.004077,0.027227,0.010509,0.011789,0.004721,0.011604,0.004004,0.002039,0.006502,0.023286,0.002242,0.008031,metal
0.105218,0.078302,3.196311,0.182142,0.184282,1.122909,0.002810,0.169730,-21.158737,0.766895,0.398449,0.455209,0.338255,0.308837,-0.014354,0.024052,0.130541,0.276391,0.038421,-0.083881,0.054544,0.010438,0.004360,0.032950,0.006945,0.018536,0.008606,0.036850,0.003455,0.003003,0.012061,0.026328,0.003844,0.017157,0.023413,0.024782,0.107182,0.025249,0.020859,0.258174,0.001236,0.040370,0.524474,0.358186,0.293424,0.240664,0.328105,0.222362,0.252251,0.221168,0.226664,0.228327,0.183102,0.185064,0.172760,0.008625,0.004223,0.025609,0.007639,0.014799,0.008418,0.023126,0.003204,0.002226,0.012221,0.019253,0.004227,0.007882,metal
0.120042,0.100514,3.240682,0.178531,0.169818,1.329917,0.003630,0.182185,-21.479218,0.443973,0.646455,0.399283,0.643912,0.472928,-0.081279,-0.025326,0.099597,0.232147,-0.122719,0.027321,0.081493,0.006109,0.002426,0.024626,0.006464,0.014553,0.004501,0.024591,0.002535,0.003407,0.004874,0.017880,0.006749,0.012223,0.016433,0.023455,0.065703,0.018040,0.016925,0.144097,0.001458,0.020273,0.600843,0.390192,0.239576,0.262868,0.364633,0.240723,0.261398,0.210970,0.255790,0.283542,0.216956,0.208712,0.172882,0.005643,0.002402,0.022032,0.007696,0.011729,0.004441,0.012642,0.003176,0.003259,0.004594,0.016694,0.008591,0.006507,metal
0.090016,0.096223,3.174922,0.157138,0.154096,1.015726,0.002853,0.166297,-21.147481,1.068599,0.727357,0.178103,0.225702,0.317267,0.111466,0.093831,0.121844,0.185094,0.076449,-0.093283,-0.122461,0.006822,0.007268,0.056261,0.003436,0.016719,0.004897,0.088690,0.001725,0.002924,0.005154,0.047184,0.002482,0.033663,0.015687,0.025275,0.085599,0.012020,0.014231,0.193547,0.001146,0.027639,0.298122,0.185368,0.175119,0.147841,0.171764,0.169302,0.180035,0.184428,0.175652,0.181713,0.184596,0.161830,0.145426,0.005634,0.006366,0.025397,0.002278,0.010068,0.004303,0.075090,0.001120,0.002642,0.003370,0.022223,0.002328,0.015851,metal
0.088194,0.089212,3.170494,0.151673,0.148476,1.012239,0.003125,0.164823,-21.157087,1.020737,0.636931,0.229673,0.268673,0.382457,0.209040,0.048511,0.074430,0.112052,0.056282,-0.021318,-0.080623,0.010960,0.004287,0.063297,0.004610,0.020378,0.005366,0.067292,0.003102,0.003484,0.006791,0.034703,0.002726,0.029342,0.022115,0.028461,0.098463,0.016314,0.014767,0.251483,0.001598,0.042039,0.357133,0.181114,0.224349,0.189322,0.195565,0.178842,0.197795,0.175244,0.191864,0.179165,0.185953,0.179079,0.162523,0.011082,0.003793,0.029053,0.003186,0.014599,0.004597,0.068548,0.002856,0.003095,0.004731,0.020783,0.002271,0.015091,metal
0.083726,0.077176,3.180830,0.155786,0.159543,0.875466,0.002457,0.147975,-21.702077,0.945244,0.594769,0.382303,0.338943,0.406008,0.161998,0.301626,-0.010769,0.044708,0.207209,-0.019583,-0.040508,0.003834,0.002931,0.042332,0.006737,0.021127,0.003031,0.065417,0.002259,0.003509,0.009375,0.075480,0.001412,0.032614,0.019652,0.028091,0.091503,0.017216,0.017554,0.255024,0.001067,0.041141,0.291294,0.214880,0.185345,0.195877,0.175506,0.152567,0.169159,0.178813,0.176055,0.159407,0.146428,0.151117,0.144403,0.002632,0.001896,0.022514,0.005229,0.013551,0.002492,0.052182,0.001698,0.002786,0.008181,0.041689,0.000875,0.012104,metal
0.093409,0.048313,3.251193,0.153730,0.161243,1.053133,0.002599,0.159298,-22.612828,1.400864,0.254417,-0.043565,0.491544,0.065678,0.094475,0.113194,0.022738,0.284634,-0.017584,0.089362,0.081231,0.011396,0.007261,0.046413,0.005869,0.024624,0.007421,0.045817,0.001899,0.005232,0.006576,0.020111,0.004723,0.019714,0.022104,0.011566,0.043116,0.025065,0.020336,0.205483,0.001020,0.034067,0.424708,0.289396,0.229038,0.215963,0.204009,0.191600,0.196136,0.190690,0.182896,0.193268,0.154452,0.154760,0.157072,0.009059,0.006017,0.020352,0.005146,0.011887,0.004933,0.018803,0.001786,0.003686,0.004719,0.012400,0.003531,0.006061,metal
0.093968,0.080532,3.246816,0.167938,0.165129,1.086780,0.002896,0.165409,-21.358709,1.039984,0.590536,-0.026914,0.334602,0.328009,0.064113,-0.016795,-0.187827,0.153508,0.042621,0.155219,0.009653,0.012011,0.002128,0.050958,0.006043,0.016892,0.009253,0.043866,0.003775,0.007521,0.007855,0.034275,0.002650,0.023529,0.026026,0.016790,0.046210,0.025746,0.017237,0.267966,0.001122,0.050214,0.368289,0.333991,0.234527,0.222049,0.245828,0.220602,0.188373,0.214053,0.209753,0.198053,0.205311,0.197853,0.192736,0.016059,0.001758,0.027369,0.005149,0.010518,0.007243,0.032661,0.004617,0.008176,0.007610,0.021509,0.002683,0.008482,metal
0.106649,0.068816,3.242120,0.190175,0.190227,1.262113,0.003000,0.172282,-22.002993,0.954366,0.717679,-0.056893,1.003027,0.270325,-0.115530,-0.095530,-0.181645,0.254262,-0.101511,-0.032019,0.051484,0.013494,0.000939,0.055865,0.008186,0.019913,0.006482,0.038628,0.003507,0.003301,0.012145,0.031005,0.002328,0.023207,0.013012,0.015583,0.048056,0.015259,0.015317,0.131217,0.000813,0.014963,0.428524,0.300210,0.188023,0.192278,0.227018,0.205586,0.191977,0.189074,0.211343,0.218458,0.195722,0.187752,0.182781,0.017324,0.000667,0.035724,0.009249,0.014525,0.005652,0.024174,0.003754,0.003318,0.012695,0.019558,0.002148,0.007685,metal
0.098045,0.065300,3.235291,0.168235,0.165194,1.104631,0.002904,0.165290,-21.594290,0.793040,0.525816,0.048367,0.167486,0.217136,0.161751,0.042700,-0.016103,0.212873,-0.065575,0.066809,-0.053013,0.011860,0.005923,0.056130,0.004191,0.013027,0.006743,0.051694,0.004977,0.006085,0.006190,0.021273,0.003036,0.022666,0.023222,0.016537,0.051271,0.025146,0.018019,0.228260,0.000954,0.046109,0.431749,0.408525,0.291198,0.268573,0.277468,0.262671,0.226307,0.200816,0.243447,0.216584,0.212769,0.191126,0.196200,0.014141,0.006298,0.038096,0.003511,0.008575,0.006859,0.033464,0.005804,0.006778,0.004911,0.015065,0.003162,0.009569,metal
0.079956,0.050840,3.165364,0.157496,0.168704,0.851937,0.003369,0.135857,-22.117537,1.681622,0.741828,-0.110773,0.156709,0.240803,0.293246,-0.053575,0.088731,-0.047633,-0.093112,0.042294,-0.026818,0.021111,0.005161,0.037569,0.011415,0.024622,0.007160,0.042081,0.002321,0.004290,0.022032,0.030276,0.003593,0.021491,0.017863,0.021132,0.107415,0.024296,0.020366,0.211742,0.001364,0.034997,0.533480,0.239008,0.271077,0.248410,0.235270,0.193214,0.201324,0.249156,0.192828,0.173223,0.210712,0.198306,0.162874,0.024626,0.005450,0.022929,0.011980,0.015031,0.006412,0.037013,0.002744,0.003112,0.016926,0.018523,0.004132,0.008036,metal
0.083531,0.068969,3.215208,0.159363,0.166243,0.855157,0.003956,0.142735,-21.592172,1.174662,0.391303,0.212663,0.560051,0.110720,-0.064705,-0.168149,0.266443,0.068459,-0.185977,-0.055068,-0.002978,0.018565,0.006059,0.029013,0.005781,0.015255,0.004799,0.037756,0.002011,0.004011,0.020358,0.029510,0.010029,0.020265,0.018688,0.016588,0.074206,0.027324,0.022959,0.218879,0.001443,0.034287,0.353514,0.282681,0.290446,0.265044,0.268835,0.227621,0.223113,0.233278,0.238262,0.213528,0.211825,0.221647,0.197865,0.022786,0.008730,0.020968,0.004094,0.011035,0.003395,0.033274,0.001902,0.003833,0.018980,0.022468,0.012982,0.008758,metal
0.092637,0.061772,3.172325,0.167492,0.171576,0.939251,0.003679,0.154263,-21.622037,1.308446,0.686917,0.132921,0.153088,0.072909,0.145491,0.000647,0.084996,0.107220,-0.032777,-0.144839,-0.107483,0.021904,0.004046,0.029634,0.010493,0.019276,0.005918,0.042681,0.001822,0.004452,0.019659,0.028939,0.006129,0.020037,0.030655,0.021186,0.105433,0.032813,0.021252,0.321799,0.001519,0.059557,0.491103,0.363902,0.396909,0.364163,0.300856,0.291112,0.226193,0.229181,0.229499,0.204601,0.232898,0.220529,0.185532,0.026237,0.004982,0.021251,0.009643,0.012944,0.005104,0.041058,0.001936,0.003752,0.015559,0.021500,0.006375,0.009779,metal
0.140644,0.041391,3.202226,0.224757,0.194652,1.314559,0.002692,0.282160,-22.717256,1.441385,1.046895,0.250699,0.042181,0.272093,0.007482,0.271807,0.063433,-0.012095,-0.113216,0.051092,-0.104795,0.019428,0.003494,0.038136,0.004111,0.028443,0.004088,0.023556,0.001436,0.003613,0.025717,0.029228,0.005453,0.019674,0.061125,0.013237,0.095368,0.052811,0.020279,0.506668,0.001602,0.154637,0.612964,0.390054,0.282885,0.237715,0.264780,0.212746,0.212287,0.210047,0.216778,0.238936,0.204588,0.201384,0.177005,0.018726,0.003028,0.025652,0.003225,0.017750,0.003175,0.014362,0.001526,0.003387,0.018904,0.025640,0.005560,0.006330,metal
0.130291,0.033290,3.236531,0.199166,0.176264,1.250048,0.001972,0.254701,-22.817382,1.249524,0.827544,0.312078,0.076241,0.298815,0.036001,0.267540,0.170367,-0.035395,-0.057560,0.143203,-0.108351,0.018751,0.009785,0.041035,0.004170,0.022221,0.003430,0.024296,0.001603,0.006602,0.022313,0.017349,0.002930,0.017539,0.039222,0.009945,0.061198,0.026207,0.015433,0.351910,0.000800,0.074896,0.518845,0.338287,0.358960,0.228593,0.247908,0.207736,0.216087,0.219854,0.223042,0.202067,0.180690,0.203549,0.178842,0.014450,0.008300,0.024136,0.003037,0.011487,0.002613,0.013351,0.001413,0.004892,0.014973,0.012829,0.003192,0.006201,metal
0.169859,0.041950,3.220648,0.245523,0.197090,1.585126,0.001996,0.325759,-22.630719,1.200846,0.950643,0.320069,0.155375,0.334933,-0.012640,0.238013,0.145953,-0.061968,-0.171594,0.002368,-0.080034,0.024661,0.005157,0.031371,0.004420,0.019013,0.004021,0.022397,0.001532,0.002719,0.020649,0.024465,0.003570,0.017468,0.049372,0.011904,0.082135,0.033312,0.010982,0.372663,0.000826,0.102326,0.499242,0.349466,0.340512,0.279179,0.274917,0.205959,0.198648,0.246306,0.260664,0.228899,0.208691,0.210081,0.209166,0.025486,0.005958,0.021611,0.004178,0.012022,0.004358,0.013888,0.001859,0.002370,0.016989,0.023657,0.003781,0.006875,metal
0.071821,0.059886,3.149089,0.155534,0.168301,0.742625,0.002699,0.114549,-21.861801,1.357600,0.756564,0.552385,0.400605,0.319447,-0.034709,0.217675,-0.119719,0.100515,-0.013573,-0.020458,0.018962,0.020981,0.002276,0.051068,0.008292,0.020146,0.005731,0.073865,0.001201,0.003896,0.018124,0.035655,0.003097,0.028059,0.013530,0.015219,0.082126,0.016181,0.016056,0.145055,0.000942,0.025006,0.363045,0.242644,0.206074,0.211490,0.194181,0.219430,0.203351,0.200639,0.203450,0.150951,0.168247,0.165626,0.155068,0.015902,0.001917,0.027032,0.006849,0.013551,0.004420,0.036954,0.000918,0.004242,0.017468,0.020440,0.002575,0.007481,metal
0.073928,0.060069,3.166130,0.151349,0.164432,0.760397,0.002803,0.117884,-21.703096,1.318767,0.605021,0.467089,0.336714,0.282614,0.087912,0.261498,-0.148222,0.134665,0.048293,0.031391,-0.015844,0.016506,0.003184,0.051374,0.007137,0.028888,0.005591,0.063787,0.002614,0.004157,0.015874,0.037016,0.002939,0.026432,0.012219,0.014343,0.085040,0.013658,0.013561,0.141861,0.000902,0.023598,0.404127,0.270937,0.281759,0.225451,0.243453,0.228893,0.202692,0.200227,0.192273,0.197355,0.173483,0.176880,0.189145,0.012274,0.002891,0.033037,0.005233,0.016449,0.003611,0.034116,0.002838,0.003721,0.013393,0.021161,0.002247,0.007517,metal
0.069469,0.062488,3.172199,0.134159,0.149061,0.787336,0.003018,0.115134,-21.629151,0.996564,0.685228,0.771848,0.422451,0.328016,-0.057095,0.309983,-0.081791,0.110025,-0.068204,-0.050606,0.072761,0.012470,0.001874,0.063539,0.006505,0.017885,0.007447,0.054715,0.001290,0.002604,0.013534,0.038447,0.005003,0.025583,0.009757,0.014153,0.085379,0.013161,0.018300,0.134783,0.001010,0.014313,0.327041,0.270013,0.175680,0.212324,0.179985,0.195602,0.175837,0.168793,0.164045,0.160252,0.177503,0.165381,0.159037,0.010694,0.001640,0.031981,0.004916,0.011750,0.006150,0.029756,0.001251,0.002457,0.011819,0.022090,0.004464,0.007158,metal
0.074559,0.058321,3.167706,0.150491,0.163509,0.773098,0.002879,0.118817,-21.708259,1.299729,0.577324,0.465661,0.393217,0.303838,0.053037,0.204970,-0.164425,0.190993,0.047061,0.007587,-0.026202,0.015162,0.002807,0.051794,0.007184,0.025196,0.005308,0.064789,0.002873,0.004472,0.016698,0.035288,0.003276,0.026406,0.012523,0.013724,0.082545,0.014123,0.014371,0.140445,0.000977,0.023073,0.383662,0.265376,0.269158,0.229987,0.230480,0.204954,0.195517,0.206183,0.195061,0.198559,0.156369,0.157384,0.186534,0.012339,0.002660,0.032827,0.005045,0.017562,0.003520,0.035647,0.002939,0.004246,0.013217,0.021401,0.002318,0.007850,metal
0.075751,0.029067,3.099631,0.144971,0.150223,0.817564,0.004193,0.130333,-23.097846,1.129618,1.147293,0.566542,0.310054,0.312188,-0.122842,-0.015117,-0.231091,0.188414,0.002481,-0.201710,-0.095674,0.012064,0.002582,0.050741,0.011676,0.021334,0.008338,0.060384,0.001509,0.002105,0.028948,0.035325,0.001490,0.026511,0.017450,0.014346,0.147558,0.021286,0.019391,0.198872,0.001362,0.031708,0.475520,0.287131,0.264252,0.256083,0.207872,0.207397,0.189918,0.187355,0.191900,0.175189,0.166380,0.145513,0.146233,0.010114,0.003395,0.023280,0.010009,0.014764,0.008369,0.043421,0.001106,0.001537,0.026964,0.018069,0.001084,0.009627,metal
